Layer,Code,Parent Account,Name,Type,,active,pending,state
Layer 5,34104004,34104,Early Settlement Fee on MTB Home Equity Loan,Income Accounts,Early Settlement Fees,True,False,approve
Layer 5,34104005,34104,Early Settlement Fee on MTB Home Loan,Income Accounts,Early Settlement Fees,True,False,approve
Layer 5,34104006,34104,Early Settlement Charge others,Income Accounts,Early Settlement Fees,True,False,approve
Layer 5,34105001,34105,Loan Processing Fee- MTB Auto loan,Income Accounts,Loan Processing Fees,True,False,approve
Layer 5,34105002,34105,Loan Processing Fee - MTB Neer,Income Accounts,Loan Processing Fees,True,False,approve
Layer 5,34105003,34105,Loan Processing Fee- MTB Personal loan,Income Accounts,Loan Processing Fees,True,False,approve
Layer 5,34105004,34105,Loan Processing Fee- MTB Home Equity loan,Income Accounts,Loan Processing Fees,True,False,approve
Layer 5,34105005,34105,Loan Processing Fee- MTB Home loan,Income Accounts,Loan Processing Fees,True,False,approve
Layer 5,34105006,34105,Loan Processing Fee others,Income Accounts,Loan Processing Fees,True,False,approve
Layer 5,34106001,34106,Partial Payment Fee- MTB Auto Loan,Income Accounts,Partial Payment Fees,True,False,approve
Layer 5,34106002,34106,Partial Payment Fee- MTB Home Loan,Income Accounts,Partial Payment Fees,True,False,approve
Layer 5,34106003,34106,Partial Payment Fee- MTB Personal Loan,Income Accounts,Partial Payment Fees,True,False,approve
Layer 5,34106004,34106,Partial Payment Fee- MTB Home Equity Loan,Income Accounts,Partial Payment Fees,True,False,approve
Layer 5,34106005,34106,Partial Payment Fee - MTB Neer,Income Accounts,Partial Payment Fees,True,False,approve
Layer 5,34107001,34107,Processing Fees,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107002,34107,Partial Settlement Fees,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107003,34107,Early Settlement Fees,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107004,34107,Loan Application Fees,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107005,34107,Rescheduling Fees,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107006,34107,Security Replacement Fees,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107007,34107,Loan Reduction & Security Partial Release,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107008,34107,Excess Over Limit (EOL) Charges,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107009,34107,Guarantor Change Charges,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107010,34107,Certificate Issuance Charges,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107011,34107,Documentation Waiver Charges,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107012,34107,Loan Type Conversion Fees,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107013,34107,Transfer Charges,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107014,34107,Standing Instruction Charges,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107015,34107,Account Closing Fees,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107016,34107,A/c Maintenance Fees,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107017,34107,Time Extension Charges,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107018,34107,CPV Charges,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107019,34107,Doc. Exception Charges,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107020,34107,Postage Charges,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107021,34107,Other Charges,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107022,34107,Interest Reduction Charges,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107023,34107,Documentation Deferral Charges,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107024,34107,Change of Management/Business Title Charges,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34107025,34107,Account Statement Charges,Income Accounts,SME Fees & Charges,True,False,approve
Layer 5,34108001,34108,Service Charges,Income Accounts,Service Charges,True,False,approve
Layer 5,34108002,34108,Handling Charges,Income Accounts,Service Charges,True,False,approve
Layer 5,34108003,34108,Service Charge-Refund Warrant,Income Accounts,Service Charges,True,False,approve
Layer 5,34108004,34108,Margin A/C Maintenance Income,Income Accounts,Service Charges,True,False,approve
Layer 5,34109001,34109,Syndication Participation Fee,Income Accounts,Management Fees,True,False,approve
Layer 5,34109002,34109,Add Confirmation (Management Fee),Income Accounts,Management Fees,True,False,approve
Layer 5,34109003,34109,Management Fee (Corporate Finance),Income Accounts,Management Fees,True,False,approve
Layer 5,34110001,34110,Gain on Sale of Fixed Assets,Income Accounts,Gain on Sale of Fixed Assets,True,False,approve
Layer 5,34111001,34111,NPSB Acquirer Income,Income Accounts,NPSB Acquirer Income,True,False,approve
Layer 5,34112001,34112,Miscellaneous Earnings,Income Accounts,Miscellneous Earnings,True,False,approve
Layer 5,34112002,34112,Miscellaneous Income Retail,Income Accounts,Miscellneous Earnings,True,False,approve
Layer 5,34112003,34112,Income from Agent Banking,Income Accounts,Miscellneous Earnings,True,False,approve
Layer 5,34112004,34112,Income from Student File,Income Accounts,Miscellneous Earnings,True,False,approve
Layer 5,34112005,34112,Miscellaneous Income Trade,Income Accounts,Miscellneous Earnings,True,False,approve
Layer 5,34113001,34113,Recovery of Written Off Loans - Corporate,Income Accounts,Income on account of recovery from written off loans,True,False,approve
Layer 5,34113002,34113,Recovery of Written Off Loans - Retail,Income Accounts,Income on account of recovery from written off loans,True,False,approve
Layer 5,34113003,34113,Recovery of Written Off Loans - SME,Income Accounts,Income on account of recovery from written off loans,True,False,approve
Layer 5,34114001,34114,Excess Over Limit (EOL) Charges Others,Income Accounts,Excess Over Limit Charges,True,False,approve
Layer 5,41101001,41101,Interest Expenses MTB Probaho,Expenditure Accounts,Interest Expenses on Current Deposits,True,False,approve
Layer 5,41102001,41102,I Expenses MTB Ankur,Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102002,41102,I Expenses MTB Ruby,Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102003,41102,I Expenses MTB Graduate,Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102004,41102,I Expenses MTB Junior,Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102005,41102,Interest Expense on MTB Privilege Saving,Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102006,41102,Interest Expenses on NRB Savings Account,Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102007,41102,I Expenses MTB Senior,Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102008,41102,I Expenses on MTB Inspire,Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102009,41102,I Expenses MTB Sanchay,Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102010,41102,I Expenses on MTB Care,Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102011,41102,I Expenses on Regular Savings Deposit,Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102012,41102,Interest Expense on MTB REGULAR SAVINGS STAFF,Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102013,41102,Interest Expense on MTB Payroll Premium,Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102014,41102,Interest Expense on MTB Payroll eSavers,Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102015,41102,Interest Expense on MTB Payroll Saver,Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102016,41102,Interest Expense on MTB Children Education Deposit Scheme,Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102901,41102,Interest Expense on MTB Inspire (DST),Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102902,41102,Interest Expense on MTB Senior (DST),Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102903,41102,Interest Expense on MTB Ruby (DST),Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102904,41102,Interest Expense on Savings Deposit (DST),Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102905,41102,Interest Expense on MTB Graduate (DST),Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41102906,41102,Interest Expense on MTB JUNIOR (DST),Expenditure Accounts,Interest Expenses on Savings Bank Accounts,True,False,approve
Layer 5,41103001,41103,Interest Expenses on SBResident Foreign Currency USD,Expenditure Accounts,Interest Expenses on Savings Bank Accounts FC,True,False,approve
Layer 5,41103002,41103,Interest Expenses on SB Personal Foreign Currency Account USD,Expenditure Accounts,Interest Expenses on Savings Bank Accounts FC,True,False,approve
Layer 5,41104001,41104,Interest Expenses on Special Notice Deposits,Expenditure Accounts,Interest Expenses on Special Notice Deposits,True,False,approve
Layer 5,41201001,41201,Interest Expenses MTB Buniad,Expenditure Accounts,Interest Expenses on TD Accounts,True,False,approve
Layer 5,41201002,41201,Interest Expenses NRB Fixed Deposit,Expenditure Accounts,Interest Expenses on TD Accounts,True,False,approve
Layer 5,41201003,41201,Interest Expenses Term Deposit General,Expenditure Accounts,Interest Expenses on TD Accounts,True,False,approve
Layer 5,41201004,41201,Interest Expenses Term Deposit Monthly Benefit Plan,Expenditure Accounts,Interest Expenses on TD Accounts,True,False,approve
Layer 5,41201005,41201,Interest Expense on Best Investment TERM DEPOSIT,Expenditure Accounts,Interest Expenses on TD Accounts,True,False,approve
Layer 5,41201902,41201,Interest Expense on MTB Quarterly Benefit Plan,Expenditure Accounts,Interest Expenses on TD Accounts,True,False,approve
Layer 5,41202001,41202,Interest Expenses RTD MTB Buniad,Expenditure Accounts,Interest Expenses on Term Deposits Reinvestments,True,False,approve
Layer 5,41202002,41202,Interest Expenses Reinvestment Term Deposits General,Expenditure Accounts,Interest Expenses on Term Deposits Reinvestments,True,False,approve
Layer 5,41202003,41202,Interest Expenses RTD Double Benefit Scheme,Expenditure Accounts,Interest Expenses on Term Deposits Reinvestments,True,False,approve
Layer 5,41202004,41202,Interest Expense on Reinvestment Term Deposit NRB,Expenditure Accounts,Interest Expenses on Term Deposits Reinvestments,True,False,approve
Layer 5,41202901,41202,Interest Expense MTB DOUBLE SAVER (DST),Expenditure Accounts,Interest Expenses on Term Deposits Reinvestments,True,False,approve
Layer 5,41202902,41202,Interest Expense MTB TRIPLE SAVER PLAN,Expenditure Accounts,Interest Expenses on Term Deposits Reinvestments,True,False,approve
Layer 5,41202903,41202,Interest Expense Fixed Deposit (DST),Expenditure Accounts,Interest Expenses on Term Deposits Reinvestments,True,False,approve
Layer 5,41202904,41202,Interest expense on MTB 1.5 Times Benefit Plan,Expenditure Accounts,Interest Expenses on Term Deposits Reinvestments,True,False,approve
Layer 5,41203001,41203,Interest Expenses on RD Brick-by-Brick,Expenditure Accounts,Interest Expenses on Recurring Deposit,True,False,approve
Layer 5,41203002,41203,Interest Expenses on RD MTB Educational Plan,Expenditure Accounts,Interest Expenses on Recurring Deposit,True,False,approve
Layer 5,41203003,41203,Interest Expenses on RD Kotipati,Expenditure Accounts,Interest Expenses on Recurring Deposit,True,False,approve
Layer 5,41203004,41203,Interest Expenses on RD Millionnaire Plan,Expenditure Accounts,Interest Expenses on Recurring Deposit,True,False,approve
Layer 5,41203005,41203,Interest Expenses on RD NRB,Expenditure Accounts,Interest Expenses on Recurring Deposit,True,False,approve
Layer 5,41203901,41203,Interest Expense on SAVE EVERY DAY DEPOSIT A/C,Expenditure Accounts,Interest Expenses on Recurring Deposit,True,False,approve
Layer 5,41203902,41203,Interest Expense on FESTIVAL SANCHAY PROKALPA,Expenditure Accounts,Interest Expenses on Recurring Deposit,True,False,approve
Layer 5,41203903,41203,Interest Expense on UNIQUE SAVING PLAN,Expenditure Accounts,Interest Expenses on Recurring Deposit,True,False,approve
Layer 5,41203904,41203,Interest Expense on EID UL FITRE SANCHAY PROKALPA,Expenditure Accounts,Interest Expenses on Recurring Deposit,True,False,approve
Layer 5,41203905,41203,Interest Expense on EID UL AZHA SANCHAY PROKALPA,Expenditure Accounts,Interest Expenses on Recurring Deposit,True,False,approve
Layer 5,41203906,41203,Interest Expense on DURGA PUJA SANCHAY PROKALPA,Expenditure Accounts,Interest Expenses on Recurring Deposit,True,False,approve
Layer 5,41203907,41203,Interest Expense on CHRISTMAS SANCHAY PROKALPA,Expenditure Accounts,Interest Expenses on Recurring Deposit,True,False,approve
Layer 5,41203908,41203,Interest Expense on BUDDHA PURNIMA SANCHAY PROKALPA,Expenditure Accounts,Interest Expenses on Recurring Deposit,True,False,approve
Layer 5,41204001,41204,Interest Expenses on NFCD USD,Expenditure Accounts,Interest Expenses on Term Deposits FC,True,False,approve
Layer 5,41204002,41204,Interest Expenses on FC FD Ind OBU USD,Expenditure Accounts,Interest Expenses on Term Deposits FC,True,False,approve
Layer 5,41204003,41204,Interest Expenses on FC FD Inst OBU USD,Expenditure Accounts,Interest Expenses on Term Deposits FC,True,False,approve
Layer 5,41205001,41205,Interest Expense on Bank Deposits -FD <BDT>,Expenditure Accounts,Interest Expenses on Term Deposits Bank,True,False,approve
Layer 5,41205002,41205,Interest Expense on Bank Deposits -FD <SND>,Expenditure Accounts,Interest Expenses on Term Deposits Bank,True,False,approve
Layer 5,41206001,41206,Interest expense on NBFI Deposits -FD,Expenditure Accounts,Interest Expenses on Term Deposits NBFI,True,False,approve
Layer 5,41207001,41207,Interest expense on MTB Gift Cheque,Expenditure Accounts,Interest Expense on other deposit products,True,False,approve
Layer 5,41207002,41207,Interest Expense on Others,Expenditure Accounts,Interest Expense on other deposit products,True,False,approve
Layer 5,41301001,41301,Interest Expenses on Borrowings from LTFF (FSSP),Expenditure Accounts,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301002,41301,Interest Expenses on Borrowing -IPFF Fund USD,Expenditure Accounts,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301003,41301,Interest Expenses on Borrowing -IPFF Fund GBP,Expenditure Accounts,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301004,41301,Interest Expense on Borrowings from BB-others,Expenditure Accounts,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301005,41301,Interest Expense on Borrowings from BB-under prefinance,Expenditure Accounts,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301006,41301,Interest Expense on Borrowings from BB-under Refinance,Expenditure Accounts,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301007,41301,Interest Expense on Borrowing under EDF from Bangladesh Bank,Expenditure Accounts,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301008,41301,Interest Expenses on Term Borrowings USD,Tresury Expenditure,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301009,41301,Interest Expenses on Term Borrowings GBP,Tresury Expenditure,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301010,41301,Interest Expenses on Call Borrowing BDT,Tresury Expenditure,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301011,41301,Interest Expenses on Term Borrowing BDT,Tresury Expenditure,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301012,41301,Interest Expenses on Call Borrowing USD,Tresury Expenditure,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301013,41301,Interest Expenses on Call Borrowing GBP,Tresury Expenditure,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301014,41301,Intt Expenses on Special Repo,Tresury Expenditure,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301015,41301,Intt Expenses on Assured liquidity Support (ALS-Repo),Tresury Expenditure,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301016,41301,Interest Expenses on Short Term Borrowings USD,Tresury Expenditure,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301017,41301,Interest Expenses on Short Term Borrowings GBP,Tresury Expenditure,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301018,41301,Interest Expenses on Short Term Borrowing BDT,Tresury Expenditure,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301019,41301,Interest Expense on Bangladesh Bank Repo,Tresury Expenditure,Interest Expenses on Borrowings,True,False,approve
Layer 5,41301102,41301,Interest Expenses on Borrowing -IPFF Fund USD OBU,Expenditure Accounts,Interest Expenses on Borrowings,True,False,approve
Layer 5,41303001,41303,Interest Expense on SME Foundation,Expenditure Accounts,Interest Expenses on Borrowings <>,True,False,approve
Layer 5,41303002,41303,Interest Expense on Borrowings from NBFI,Tresury Expenditure,Interest Expenses on Borrowings <>,True,False,approve
Layer 5,41304001,41304,Interest expense on SME Foundation Fund (MTB Youth Line),Expenditure Accounts,Interest Expenses on Borrowings Other institutes,True,False,approve
Layer 5,41304002,41304,Interest Expense on SME Foundation Fund (MTB Gunabati),Expenditure Accounts,Interest Expenses on Borrowings Other institutes,True,False,approve
Layer 5,41401001,41401,Interest Expense on 12 Partially Convertible Bond,Expenditure Accounts,Interest Expenses on Bonds,True,False,approve
Layer 5,41401002,41401,Interest Expense on MTB 2nd Subordinate Bond,Expenditure Accounts,Interest Expenses on Bonds,True,False,approve
Layer 5,41401003,41401,Interest Expense on MTB 3rd Subordinate Bond,Expenditure Accounts,Interest Expenses on Bonds,True,False,approve
Layer 5,41501001,41501,Interest Expense on Purchase of Treasury Bond,Tresury Expenditure,Interest Expense on Others,True,False,approve
Layer 5,41501002,41501,Interest Expense on Purchase of Treasury Bill,Tresury Expenditure,Interest Expense on Others,True,False,approve
Layer 5,41501003,41501,Coupon Interest Expenditure <Repo>,Tresury Expenditure,Interest Expense on Others,True,False,approve
Layer 5,41501004,41501,Repo Interest Expenditure Account,Tresury Expenditure,Interest Expense on Others,True,False,approve
Layer 5,41601001,41601,Interest Paid on MTBL General A/c,Expenditure Accounts,Interest Paid on MTBL General A/c,True,False,approve
Layer 5,42101001,42101,Basic Salaries,Expenditure Accounts,Basic Pay Expenses,True,False,approve
Layer 5,42101002,42101,Personal Pay <Basic>,Expenditure Accounts,Basic Pay Expenses,True,False,approve
Layer 5,42101003,42101,Salary for Contractual [Kiosk] Staff <Basic Pay>,Expenditure Accounts,Basic Pay Expenses,True,False,approve
Layer 5,42102001,42102,House Rent Allowance,Expenditure Accounts,Allowances Expenses,True,False,approve
Layer 5,42102002,42102,Conveyance Allowance,Expenditure Accounts,Allowances Expenses,True,False,approve
Layer 5,42102003,42102,Medical Allowance,Expenditure Accounts,Allowances Expenses,True,False,approve
Layer 5,42102004,42102,Entertainment Allowance,Expenditure Accounts,Allowances Expenses,True,False,approve
Layer 5,42102005,42102,Washing Allowance,Expenditure Accounts,Allowances Expenses,True,False,approve
Layer 5,42102006,42102,Dearness Allowance,Expenditure Accounts,Allowances Expenses,True,False,approve
Layer 5,42102007,42102,Risk Allowance,Expenditure Accounts,Allowances Expenses,True,False,approve
Layer 5,42102008,42102,Evening Banking Allowance,Expenditure Accounts,Allowances Expenses,True,False,approve
Layer 5,42102009,42102,Discomfort Allowance,Expenditure Accounts,Allowances Expenses,True,False,approve
Layer 5,42102010,42102,Technical Allowance,Expenditure Accounts,Allowances Expenses,True,False,approve
Layer 5,42102011,42102,House Maintenance Allowance,Expenditure Accounts,Allowances Expenses,True,False,approve
Layer 5,42102012,42102,Medical Reimbursement,Expenditure Accounts,Allowances Expenses,True,False,approve
Layer 5,42102013,42102,Uniform And Other Apparels,Expenditure Accounts,Allowances Expenses,True,False,approve
Layer 5,42102014,42102,Utility Charges,Expenditure Accounts,Allowances Expenses,True,False,approve
Layer 5,42103001,42103,Ordinary Bonus,Expenditure Accounts,Bonus Expenses,True,False,approve
Layer 5,42103002,42103,Incentive Bonus,Expenditure Accounts,Bonus Expenses,True,False,approve
Layer 5,42104001,42104,Gratuity,Expenditure Accounts,Gratuity Expenses,True,False,approve
Layer 5,42105001,42105,Leave Fare Assistance,Expenditure Accounts,Leave Fare Assistance Expenses,True,False,approve
Layer 5,42106001,42106,Bank's Contribution to EPF,Expenditure Accounts,Provident Fund Expenses,True,False,approve
Layer 5,42107002,42107,Staff Welfare & Recreation,Expenditure Accounts,Misc. Salary & Allowances,True,False,approve
Layer 5,42107005,42107,Daily Allowances to Temp. Staff/Drivers Salary (Other Than MD's)/ Allowances,Expenditure Accounts,Misc. Salary & Allowances,True,False,approve
Layer 5,42107006,42107,DMD's Remuneration,Expenditure Accounts,Misc. Salary & Allowances,True,False,approve
Layer 5,42107007,42107,Misc expenses for DST employees,Expenditure Accounts,Misc. Salary & Allowances,True,False,approve
Layer 5,42108001,42108,Leave Encashment,Expenditure Accounts,Leave Encashment,True,False,approve
Layer 5,42201001,42201,Rent,Expenditure Accounts,Rent Expenses,True,False,approve
Layer 5,42201002,42201,VAT on Rent,Expenditure Accounts,Rent Expenses,True,False,approve
Layer 5,42202001,42202,City Corp./Municipality Taxes,Expenditure Accounts,Rates & Taxes Expenses,True,False,approve
Layer 5,42202002,42202,Trade License Fees,Expenditure Accounts,Rates & Taxes Expenses,True,False,approve
Layer 5,42202003,42202,Excise Duty on Bank's own Deposits with other Banks,Expenditure Accounts,Rates & Taxes Expenses,True,False,approve
Layer 5,42202004,42202,MD/DMD's Income Tax,Expenditure Accounts,Rates & Taxes Expenses,True,False,approve
Layer 5,42202005,42202,VAT/Tax on Other Activities,Expenditure Accounts,Rates & Taxes Expenses,True,False,approve
Layer 5,42203001,42203,Insurance for Cash in Transit,Expenditure Accounts,Insurance Expenses,True,False,approve
Layer 5,42203002,42203,Insurance for Cash in Safe/Counter,Expenditure Accounts,Insurance Expenses,True,False,approve
Layer 5,42203003,42203,Group Insurance Premium-Life,Expenditure Accounts,Insurance Expenses,True,False,approve
Layer 5,42203005,42203,"Insurance for Bank's Property at Office, Godown, ATM, Kiosk",Expenditure Accounts,Insurance Expenses,True,False,approve
Layer 5,42203006,42203,Deposit Insurance Premium,Expenditure Accounts,Insurance Expenses,True,False,approve
Layer 5,42203007,42203,Insurance Premium on Locker Services,Expenditure Accounts,Insurance Expenses,True,False,approve
Layer 5,42203008,42203,Insurance Premium on Motor Vehicles Executives,Expenditure Accounts,Insurance Expenses,True,False,approve
Layer 5,42203009,42203,Insurance Premium on Motor Vehicles Pool,Expenditure Accounts,Insurance Expenses,True,False,approve
Layer 5,42204001,42204,Electicity Charges,Expenditure Accounts,"Power, Electricity & Utilities",True,False,approve
Layer 5,42204002,42204,Fuel for Generator,Expenditure Accounts,"Power, Electricity & Utilities",True,False,approve
Layer 5,42204003,42204,WASA Bill,Expenditure Accounts,"Power, Electricity & Utilities",True,False,approve
Layer 5,42204004,42204,Gas Bill,Expenditure Accounts,"Power, Electricity & Utilities",True,False,approve
Layer 5,42204005,42204,Fuel for Car Executives,Expenditure Accounts,"Power, Electricity & Utilities",True,False,approve
Layer 5,42204006,42204,Fuel for Car Pool,Expenditure Accounts,"Power, Electricity & Utilities",True,False,approve
Layer 5,42205001,42205,Lease Rent <Car>,Expenditure Accounts,Lease Rent Expenses,True,False,approve
Layer 5,42301001,42301,Security/Auxiliary Services,Expenditure Accounts,"Security, Auxiliary Services and Other Assitance",True,False,approve
Layer 5,42301002,42301,Security/Auxiliary Services XX,Expenditure Accounts,"Security, Auxiliary Services and Other Assitance",True,False,approve
Layer 5,42302001,42302,Monthly Wages of Cleaner,Expenditure Accounts,Office Cleaning,True,False,approve
Layer 5,42302002,42302,Material Purchase For Upkeep of Bank,Expenditure Accounts,Office Cleaning,True,False,approve
Layer 5,42303001,42303,Service Charge of Building Rented,Expenditure Accounts,Office Maintenance,True,False,approve
Layer 5,42303101,42303,Misc exp. On Office Maintenance,Expenditure Accounts,Office Maintenance,True,False,approve
Layer 5,42303201,42303,Tree Plants Expenses,Expenditure Accounts,Office Maintenance,True,False,approve
Layer 5,42303301,42303,Drinking Water Expenses,Expenditure Accounts,Office Maintenance,True,False,approve
Layer 5,42304001,42304,"Taxes (Token, Fitness) & Registration cost Motor Vehicle Pool",Expenditure Accounts,Car Expenses <not classified elsewhere>,True,False,approve
Layer 5,42304002,42304,"Taxes (Token, Fitness)& Registration cost Motor Vehicle Executives",Expenditure Accounts,Car Expenses <not classified elsewhere>,True,False,approve
Layer 5,42304003,42304,CNG Conversion Cost Motor Vehicle Executives,Expenditure Accounts,Car Expenses <not classified elsewhere>,True,False,approve
Layer 5,42304004,42304,CNG Conversion Cost Motor Vehicle Pool,Expenditure Accounts,Car Expenses <not classified elsewhere>,True,False,approve
Layer 5,42304005,42304,Car Loan Instalment Expenses <Employees>,Expenditure Accounts,Car Expenses <not classified elsewhere>,True,False,approve
Layer 5,42304006,42304,Car hiring charges <Rent> for MV Pool,Expenditure Accounts,Car Expenses <not classified elsewhere>,True,False,approve
Layer 5,42304007,42304,Car Allowance <Employees>,Expenditure Accounts,Car Expenses <not classified elsewhere>,True,False,approve
Layer 5,42305001,42305,Entertainment Expenses,Expenditure Accounts,Entertainment,True,False,approve
Layer 5,42306001,42306,News Paper & Periodicals,Expenditure Accounts,News Paper & Periodicals,True,False,approve
Layer 5,42307001,42307,Clearing House expenses,Expenditure Accounts,Clearing House Expenses,True,False,approve
Layer 5,42308001,42308,T.A/D.A (Foreign Travel),Expenditure Accounts,Travelling & Conveyance Expenses,True,False,approve
Layer 5,42308002,42308,T.A/D.A (Domestic Travel),Expenditure Accounts,Travelling & Conveyance Expenses,True,False,approve
Layer 5,42308003,42308,Conveyance for official purpose,Expenditure Accounts,Travelling & Conveyance Expenses,True,False,approve
Layer 5,42308004,42308,Holiday Conveyance,Expenditure Accounts,Travelling & Conveyance Expenses,True,False,approve
Layer 5,42309001,42309,Foreign Bank Charges,Tresury Expenditure,Bank charges,True,False,approve
Layer 5,42309002,42309,Local Bank other than BB Charges,Expenditure Accounts,Bank charges,True,False,approve
Layer 5,42309003,42309,Bangladesh Bank Charges,Expenditure Accounts,Bank charges,True,False,approve
Layer 5,42309004,42309,Foreign Bank Charges in USD <for OBU>,Expenditure Accounts,Bank charges,True,False,approve
Layer 5,42310001,42310,Local Training Expenses,Expenditure Accounts,Training Expenses,True,False,approve
Layer 5,42310002,42310,Foreign Training Expenses,Expenditure Accounts,Training Expenses,True,False,approve
Layer 5,42310003,42310,Daily Allowances (Training Institute),Expenditure Accounts,Training Expenses,True,False,approve
Layer 5,42310004,42310,Entertainment (Training Institute),Expenditure Accounts,Training Expenses,True,False,approve
Layer 5,42310005,42310,Venue Rent (Training Institute),Expenditure Accounts,Training Expenses,True,False,approve
Layer 5,42310006,42310,Honorarium (Training Institute),Expenditure Accounts,Training Expenses,True,False,approve
Layer 5,42311001,42311,Professional Fees,Expenditure Accounts,Professional Fees,True,False,approve
Layer 5,42312001,42312,AGM Expenses,Expenditure Accounts,AGM Expenses,True,False,approve
Layer 5,42313001,42313,Subscription,Expenditure Accounts,Subscription & Donation,True,False,approve
Layer 5,42313002,42313,Donation,Expenditure Accounts,Subscription & Donation,True,False,approve
Layer 5,42314001,42314,Reuter Charges,Expenditure Accounts,Reuter Charges,True,False,approve
Layer 5,42315001,42315,CDBL Charges,Expenditure Accounts,CDBL Charges,True,False,approve
Layer 5,42316001,42316,Fees Paid to Income Tax Advisor,Expenditure Accounts,Fees & Registrations,True,False,approve
Layer 5,42316002,42316,Fees for Regis. at Joint Stock Comp.,Expenditure Accounts,Fees & Registrations,True,False,approve
Layer 5,42316003,42316,All Other Fees,Expenditure Accounts,Fees & Registrations,True,False,approve
Layer 5,42317001,42317,Business Development Expenses,Expenditure Accounts,Business Development Expenses,True,False,approve
Layer 5,42317002,42317,CSR Activities,Expenditure Accounts,Business Development Expenses,True,False,approve
