,Name,Parent,sequence,sign,type,style_overwrite
,Statement of Affairs,,0,Preserve balance sign,View,
0,Assets,Statement of Affairs,0,Preserve balance sign,Account Type,
21,Cash & Bank Balance,Assets,0,Preserve balance sign,View,
211,Cash,Cash & Bank Balance,0,Preserve balance sign,View,
21101,Cash in Hand <BDT>,Cash,0,Preserve balance sign,Accounts,
21101001,Cash with Vault (including Cash with Tellers),Cash in Hand <BDT>,0,Preserve balance sign,Accounts,
21101002,Cash in Transit,Cash in Hand <BDT>,1,Preserve balance sign,Accounts,
21101003,Cash with ATM,Cash in Hand <BDT>,0,Preserve balance sign,View,
21101004,Cash in Kiosk ATM,Cash in Hand <BDT>,3,Preserve balance sign,Accounts,
21101005,Cash with Service Provider,Cash in Hand <BDT>,4,Preserve balance sign,Accounts,
21102,Cash in Hand <FC>,Cash,1,Preserve balance sign,View,
21102001,Cash with Vault <USD>,Cash in Hand <FC>,0,Preserve balance sign,Accounts,
21102002,Cash with Vault <GBP>,Cash in Hand <FC>,1,Preserve balance sign,Accounts,
21102003,Cash with Vault <JPY>,Cash in Hand <FC>,2,Preserve balance sign,Accounts,
21102004,Cash with Vault <EUR>,Cash in Hand <FC>,3,Preserve balance sign,Accounts,
21102011,Cash in Transit <USD>,Cash in Hand <FC>,4,Preserve balance sign,Accounts,
21102012,Cash in Transit <GBP>,Cash in Hand <FC>,5,Preserve balance sign,Accounts,
21102013,Cash in Transit <JPY>,Cash in Hand <FC>,6,Preserve balance sign,Accounts,
21102014,Cash in Transit <EUR>,Cash in Hand <FC>,7,Preserve balance sign,Accounts,
212,Balance with Bangladesh Bank,Cash & Bank Balance,1,Preserve balance sign,View,
21201,Balance with BB <LCY>,Balance with Bangladesh Bank,0,Preserve balance sign,Accounts,
21201001,Balance with Bangladesh Bank,Balance with BB <LCY>,1,Preserve balance sign,View,
21201002,Bangladesh Bank- RTGS Settlement A/c,Balance with BB <LCY>,1,Preserve balance sign,Accounts,
21202,Balance with BB <FCY>,Balance with Bangladesh Bank,0,Preserve balance sign,View,
21202001,Bangladesh Bank FC Clearing A/c (EUR),Balance with BB <FCY>,0,Preserve balance sign,Accounts,
21202002,Bangladesh Bank FC Clearing A/c (USD),Balance with BB <FCY>,1,Preserve balance sign,Accounts,
21202003,Bangladesh Bank FC Clearing A/c CNY,Balance with BB <FCY>,2,Preserve balance sign,Accounts,
21202004,Bangladesh Bank FC Clearing A/c (GBP),Balance with BB <FCY>,3,Preserve balance sign,Accounts,
21202005,Bangladesh Bank FC Clearing A/c (JPY),Balance with BB <FCY>,4,Preserve balance sign,Accounts,
21202041,Bangladesh Bank RTGS Settlement A/c (USD),Balance with BB <FCY>,5,Preserve balance sign,Accounts,
21202042,Bangladesh Bank RTGS Settlement A/c (GBP),Balance with BB <FCY>,6,Preserve balance sign,Accounts,
21202043,Bangladesh Bank RTGS Settlement A/c (EUR),Balance with BB <FCY>,7,Preserve balance sign,Accounts,
21202921,Bangladesh Bank FC Clearing A/c (DAD-USD),Balance with BB <FCY>,8,Preserve balance sign,Accounts,
21202922,Bangladesh Bank FC Clearing A/c (DAD-EUR),Balance with BB <FCY>,9,Preserve balance sign,Accounts,
21202923,Bangladesh Bank FC Clearing A/c (DAD-GBP),Balance with BB <FCY>,10,Preserve balance sign,View,
213,Balance with Agent Bank,Cash & Bank Balance,2,Preserve balance sign,View,
21301,Balance with Agent Bank <BDT>,Cash & Bank Balance,0,Preserve balance sign,Accounts,
21301001,Balance with Sonali Bank,Balance with Agent Bank,0,Preserve balance sign,Accounts,
214,Balance with other banks and Fis,Cash & Bank Balance,3,Preserve balance sign,View,
21401,Other Banks & FIs in Bangladesh,Balance with other banks and Fis,0,Preserve balance sign,Accounts,
21401001,Balance with other Banks <Cont. Acctts.> BDT,Other Banks & FIs in Bangladesh,0,Preserve balance sign,View,
21401002,Balance with other Banks <Deal Acctts.> BDT,Other Banks & FIs in Bangladesh,1,Preserve balance sign,Accounts,
21401003,Balance with Mobile Wallet,Other Banks & FIs in Bangladesh,2,Preserve balance sign,Accounts,
21403,Other Banks & FIs outside Bangladesh <FC>,Balance with other banks and Fis,1,Preserve balance sign,View,
21403001,Foreign Banks Nostro (USD),Other Banks & FIs outside Bangladesh <FC>,0,Preserve balance sign,Accounts,
21403002,Foreign Banks Nostro (ACU),Other Banks & FIs outside Bangladesh <FC>,1,Preserve balance sign,Accounts,
21403003,Foreign Banks Nostro (EUR),Other Banks & FIs outside Bangladesh <FC>,2,Preserve balance sign,Accounts,
21403004,Foreign Banks Nostro (GBP),Other Banks & FIs outside Bangladesh <FC>,3,Preserve balance sign,Accounts,
21403005,Foreign Banks Nostro (JPY),Other Banks & FIs outside Bangladesh <FC>,4,Preserve balance sign,Accounts,
21403006,Foreign Banks Nostro (SGD),Other Banks & FIs outside Bangladesh <FC>,5,Preserve balance sign,Accounts,
21403007,Foreign Banks Nostro (CHF),Other Banks & FIs outside Bangladesh <FC>,6,Preserve balance sign,Accounts,
21403008,Foreign Banks Nostro(ACU-USD),Other Banks & FIs outside Bangladesh <FC>,7,Preserve balance sign,Accounts,
21403009,Foreign Banks Nostro (ACU-EUR),Other Banks & FIs outside Bangladesh <FC>,8,Preserve balance sign,Accounts,
21403010,Foreign Banks Nostro (AED),Other Banks & FIs outside Bangladesh <FC>,9,Preserve balance sign,Accounts,
21403011,Foreign Banks Nostro (QAR),Other Banks & FIs outside Bangladesh <FC>,10,Preserve balance sign,Accounts,
21403012,Foreign Banks Nostro (AUD),Other Banks & FIs outside Bangladesh <FC>,11,Preserve balance sign,Accounts,
21403013,Foreign Banks Nostro (SAR),Other Banks & FIs outside Bangladesh <FC>,12,Preserve balance sign,Accounts,
21404,Other Banks & FIs within Bangladesh <FC>,Balance with other banks and Fis,2,Preserve balance sign,View,
21404001,Local Bank Nostro <USD>,Other Banks & FIs within Bangladesh <FC>,0,Preserve balance sign,Accounts,
21405,Interest Receivable on Other Banks & FIs in Bangladesh,Balance with other banks and Fis,3,Preserve balance sign,View,
21405001,Interest Receivable on Balance with other Bank <Cont. Acctts> (BDT),Interest Receivable on Other Banks & FIs in Bangladesh,0,Preserve balance sign,Account Type,
21405002,Interest Receivable on Balance with other Bank <Deal Acctts> (BDT),Interest Receivable on Other Banks & FIs in Bangladesh,1,Preserve balance sign,Accounts,
22,Money at Call & Short Notice,Assets,1,Preserve balance sign,View,
221,Money at Call & Short Notice,Money at Call & Short Notice,1,Preserve balance sign,View,
22101,Call Money <BDT>,Money at Call & Short Notice,0,Preserve balance sign,Accounts,
22101001,Call Money Lending,Call Money <BDT>,0,Preserve balance sign,Accounts,
22102,Call Money <FC>,Money at Call & Short Notice,1,Preserve balance sign,View,
22102001,Call Money USD,Call Money <FC>,0,Preserve balance sign,Accounts,
22102002,Call Money GBP,Call Money <FC>,1,Preserve balance sign,Accounts,
22103,Interest Receivable on Call Money <BDT>,Money at Call & Short Notice,2,Preserve balance sign,View,
22103001,Interest Receivable on Call Money <BDT>,Interest Receivable on Call Money <BDT>,2,Preserve balance sign,View,
22104,Interest Receivable on Call Money <FC>,Money at Call & Short Notice,3,Preserve balance sign,View,
22104001,Interest Receivable on Call Money <USD>,Interest Receivable on Call Money <FC>,0,Preserve balance sign,Accounts,
22104002,Interest Receivable on Call Money <GBP>,Interest Receivable on Call Money <FC>,1,Preserve balance sign,Accounts,
22105,Term Placement BDT,Money at Call & Short Notice,4,Preserve balance sign,View,
22105001,Term Placement,Term Placement BDT,0,Preserve balance sign,View,
22106,Term Placement FC,Money at Call & Short Notice,5,Preserve balance sign,View,
22106001,Term Placement USD,Term Placement FC,0,Preserve balance sign,Accounts,
22106002,Term Placement GBP,Term Placement FC,1,Preserve balance sign,Accounts,
22107,Intt receivable on Term Placement BDT,Money at Call & Short Notice,6,Preserve balance sign,View,
22107001,Interest Receivable on Term Placement <BDT>,Intt receivable on Term Placement BDT,0,Preserve balance sign,View,
22108,Intt receivable on Term Placement FC,Money at Call & Short Notice,7,Preserve balance sign,View,
22108001,Interest Receivable on Term Placement <USD>,Intt receivable on Term Placement FC,0,Preserve balance sign,Accounts,
22108002,Interest Receivable on Term Placement <GBP>,Intt receivable on Term Placement FC,1,Preserve balance sign,Accounts,
22109,Short Term Placement,Money at Call & Short Notice,8,Preserve balance sign,View,
22109001,Short Term Placement,Short Term Placement,8,Preserve balance sign,View,
