Layer,Code,Name,Parent Account,,Type,active,pending,state
Layer 5,34112002,Miscellaneous Income Retail,34112,Miscellneous Earnings,Income Accounts,True,False,approve
Layer 5,34112003,Income from Agent Banking,34112,Miscellneous Earnings,Income Accounts,True,False,approve
Layer 5,34112004,Income from Student File,34112,Miscellneous Earnings,Income Accounts,True,False,approve
Layer 5,34112005,Miscellaneous Income Trade,34112,Miscellneous Earnings,Income Accounts,True,False,approve
Layer 5,34113001,Recovery of Written Off Loans - Corporate,34113,Income on account of recovery from written off loans,Income Accounts,True,False,approve
Layer 5,34113002,Recovery of Written Off Loans - Retail,34113,Income on account of recovery from written off loans,Income Accounts,True,False,approve
Layer 5,34113003,Recovery of Written Off Loans - SME,34113,Income on account of recovery from written off loans,Income Accounts,True,False,approve
Layer 5,34114001,Excess Over Limit (EOL) Charges Others,34114,Excess Over Limit Charges,Income Accounts,True,False,approve
Layer 5,41101001,Interest Expenses MTB Probaho,41101,Interest Expenses on Current Deposits,Expenditure Accounts,True,False,approve
Layer 5,41102001,I Expenses MTB Ankur,41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102002,I Expenses MTB Ruby,41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102003,I Expenses MTB Graduate,41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102004,I Expenses MTB Junior,41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102005,Interest Expense on MTB Privilege Saving,41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102006,Interest Expenses on NRB Savings Account,41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102007,I Expenses MTB Senior,41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102008,I Expenses on MTB Inspire,41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102009,I Expenses MTB Sanchay,41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102010,I Expenses on MTB Care,41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102011,I Expenses on Regular Savings Deposit,41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102012,Interest Expense on MTB REGULAR SAVINGS STAFF,41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102013,Interest Expense on MTB Payroll Premium,41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102014,Interest Expense on MTB Payroll eSavers,41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102015,Interest Expense on MTB Payroll Saver,41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102016,Interest Expense on MTB Children Education Deposit Scheme,41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102901,Interest Expense on MTB Inspire (DST),41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102902,Interest Expense on MTB Senior (DST),41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102903,Interest Expense on MTB Ruby (DST),41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102904,Interest Expense on Savings Deposit (DST),41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102905,Interest Expense on MTB Graduate (DST),41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41102906,Interest Expense on MTB JUNIOR (DST),41102,Interest Expenses on Savings Bank Accounts,Expenditure Accounts,True,False,approve
Layer 5,41103001,Interest Expenses on SBResident Foreign Currency USD,41103,Interest Expenses on Savings Bank Accounts FC,Expenditure Accounts,True,False,approve
Layer 5,41103002,Interest Expenses on SB Personal Foreign Currency Account USD,41103,Interest Expenses on Savings Bank Accounts FC,Expenditure Accounts,True,False,approve
Layer 5,41104001,Interest Expenses on Special Notice Deposits,41104,Interest Expenses on Special Notice Deposits,Expenditure Accounts,True,False,approve
Layer 5,41201001,Interest Expenses MTB Buniad,41201,Interest Expenses on TD Accounts,Expenditure Accounts,True,False,approve
Layer 5,41201002,Interest Expenses NRB Fixed Deposit,41201,Interest Expenses on TD Accounts,Expenditure Accounts,True,False,approve
Layer 5,41201003,Interest Expenses Term Deposit General,41201,Interest Expenses on TD Accounts,Expenditure Accounts,True,False,approve
Layer 5,41201004,Interest Expenses Term Deposit Monthly Benefit Plan,41201,Interest Expenses on TD Accounts,Expenditure Accounts,True,False,approve
Layer 5,41201005,Interest Expense on Best Investment TERM DEPOSIT,41201,Interest Expenses on TD Accounts,Expenditure Accounts,True,False,approve
Layer 5,41201902,Interest Expense on MTB Quarterly Benefit Plan,41201,Interest Expenses on TD Accounts,Expenditure Accounts,True,False,approve
Layer 5,41202001,Interest Expenses RTD MTB Buniad,41202,Interest Expenses on Term Deposits Reinvestments,Expenditure Accounts,True,False,approve
Layer 5,41202002,Interest Expenses Reinvestment Term Deposits General,41202,Interest Expenses on Term Deposits Reinvestments,Expenditure Accounts,True,False,approve
Layer 5,41202003,Interest Expenses RTD Double Benefit Scheme,41202,Interest Expenses on Term Deposits Reinvestments,Expenditure Accounts,True,False,approve
Layer 5,41202004,Interest Expense on Reinvestment Term Deposit NRB,41202,Interest Expenses on Term Deposits Reinvestments,Expenditure Accounts,True,False,approve
Layer 5,41202901,Interest Expense MTB DOUBLE SAVER (DST),41202,Interest Expenses on Term Deposits Reinvestments,Expenditure Accounts,True,False,approve
Layer 5,41202902,Interest Expense MTB TRIPLE SAVER PLAN,41202,Interest Expenses on Term Deposits Reinvestments,Expenditure Accounts,True,False,approve
Layer 5,41202903,Interest Expense Fixed Deposit (DST),41202,Interest Expenses on Term Deposits Reinvestments,Expenditure Accounts,True,False,approve
Layer 5,41202904,Interest expense on MTB 1.5 Times Benefit Plan,41202,Interest Expenses on Term Deposits Reinvestments,Expenditure Accounts,True,False,approve
Layer 5,41203001,Interest Expenses on RD Brick-by-Brick,41203,Interest Expenses on Recurring Deposit,Expenditure Accounts,True,False,approve
Layer 5,41203002,Interest Expenses on RD MTB Educational Plan,41203,Interest Expenses on Recurring Deposit,Expenditure Accounts,True,False,approve
Layer 5,41203003,Interest Expenses on RD Kotipati,41203,Interest Expenses on Recurring Deposit,Expenditure Accounts,True,False,approve
Layer 5,41203004,Interest Expenses on RD Millionnaire Plan,41203,Interest Expenses on Recurring Deposit,Expenditure Accounts,True,False,approve
Layer 5,41203005,Interest Expenses on RD NRB,41203,Interest Expenses on Recurring Deposit,Expenditure Accounts,True,False,approve
Layer 5,41203901,Interest Expense on SAVE EVERY DAY DEPOSIT A/C,41203,Interest Expenses on Recurring Deposit,Expenditure Accounts,True,False,approve
Layer 5,41203902,Interest Expense on FESTIVAL SANCHAY PROKALPA,41203,Interest Expenses on Recurring Deposit,Expenditure Accounts,True,False,approve
Layer 5,41203903,Interest Expense on UNIQUE SAVING PLAN,41203,Interest Expenses on Recurring Deposit,Expenditure Accounts,True,False,approve
Layer 5,41203904,Interest Expense on EID UL FITRE SANCHAY PROKALPA,41203,Interest Expenses on Recurring Deposit,Expenditure Accounts,True,False,approve
Layer 5,41203905,Interest Expense on EID UL AZHA SANCHAY PROKALPA,41203,Interest Expenses on Recurring Deposit,Expenditure Accounts,True,False,approve
Layer 5,41203906,Interest Expense on DURGA PUJA SANCHAY PROKALPA,41203,Interest Expenses on Recurring Deposit,Expenditure Accounts,True,False,approve
Layer 5,41203907,Interest Expense on CHRISTMAS SANCHAY PROKALPA,41203,Interest Expenses on Recurring Deposit,Expenditure Accounts,True,False,approve
Layer 5,41203908,Interest Expense on BUDDHA PURNIMA SANCHAY PROKALPA,41203,Interest Expenses on Recurring Deposit,Expenditure Accounts,True,False,approve
Layer 5,41204001,Interest Expenses on NFCD USD,41204,Interest Expenses on Term Deposits FC,Expenditure Accounts,True,False,approve
Layer 5,41204002,Interest Expenses on FC FD Ind OBU USD,41204,Interest Expenses on Term Deposits FC,Expenditure Accounts,True,False,approve
Layer 5,41204003,Interest Expenses on FC FD Inst OBU USD,41204,Interest Expenses on Term Deposits FC,Expenditure Accounts,True,False,approve
Layer 5,41205001,Interest Expense on Bank Deposits -FD <BDT>,41205,Interest Expenses on Term Deposits Bank,Expenditure Accounts,True,False,approve
Layer 5,41205002,Interest Expense on Bank Deposits -FD <SND>,41205,Interest Expenses on Term Deposits Bank,Expenditure Accounts,True,False,approve
Layer 5,41206001,Interest expense on NBFI Deposits -FD,41206,Interest Expenses on Term Deposits NBFI,Expenditure Accounts,True,False,approve
Layer 5,41207001,Interest expense on MTB Gift Cheque,41207,Interest Expense on other deposit products,Expenditure Accounts,True,False,approve
Layer 5,41207002,Interest Expense on Others,41207,Interest Expense on other deposit products,Expenditure Accounts,True,False,approve
Layer 5,41301001,Interest Expenses on Borrowings from LTFF (FSSP),41301,Interest Expenses on Borrowings,Expenditure Accounts,True,False,approve
Layer 5,41301002,Interest Expenses on Borrowing -IPFF Fund USD,41301,Interest Expenses on Borrowings,Expenditure Accounts,True,False,approve
Layer 5,41301003,Interest Expenses on Borrowing -IPFF Fund GBP,41301,Interest Expenses on Borrowings,Expenditure Accounts,True,False,approve
Layer 5,41301004,Interest Expense on Borrowings from BB-others,41301,Interest Expenses on Borrowings,Expenditure Accounts,True,False,approve
Layer 5,41301005,Interest Expense on Borrowings from BB-under prefinance,41301,Interest Expenses on Borrowings,Expenditure Accounts,True,False,approve
Layer 5,41301006,Interest Expense on Borrowings from BB-under Refinance,41301,Interest Expenses on Borrowings,Expenditure Accounts,True,False,approve
Layer 5,41301007,Interest Expense on Borrowing under EDF from Bangladesh Bank,41301,Interest Expenses on Borrowings,Expenditure Accounts,True,False,approve
Layer 5,41301008,Interest Expenses on Term Borrowings USD,41301,Interest Expenses on Borrowings,Tresury Expenditure,True,False,approve
Layer 5,41301009,Interest Expenses on Term Borrowings GBP,41301,Interest Expenses on Borrowings,Tresury Expenditure,True,False,approve
Layer 5,41301010,Interest Expenses on Call Borrowing BDT,41301,Interest Expenses on Borrowings,Tresury Expenditure,True,False,approve
Layer 5,41301011,Interest Expenses on Term Borrowing BDT,41301,Interest Expenses on Borrowings,Tresury Expenditure,True,False,approve
Layer 5,41301012,Interest Expenses on Call Borrowing USD,41301,Interest Expenses on Borrowings,Tresury Expenditure,True,False,approve
Layer 5,41301013,Interest Expenses on Call Borrowing GBP,41301,Interest Expenses on Borrowings,Tresury Expenditure,True,False,approve
Layer 5,41301014,Intt Expenses on Special Repo,41301,Interest Expenses on Borrowings,Tresury Expenditure,True,False,approve
Layer 5,41301015,Intt Expenses on Assured liquidity Support (ALS-Repo),41301,Interest Expenses on Borrowings,Tresury Expenditure,True,False,approve
Layer 5,41301016,Interest Expenses on Short Term Borrowings USD,41301,Interest Expenses on Borrowings,Tresury Expenditure,True,False,approve
Layer 5,41301017,Interest Expenses on Short Term Borrowings GBP,41301,Interest Expenses on Borrowings,Tresury Expenditure,True,False,approve
Layer 5,41301018,Interest Expenses on Short Term Borrowing BDT,41301,Interest Expenses on Borrowings,Tresury Expenditure,True,False,approve
Layer 5,41301019,Interest Expense on Bangladesh Bank Repo,41301,Interest Expenses on Borrowings,Tresury Expenditure,True,False,approve
Layer 5,41301102,Interest Expenses on Borrowing -IPFF Fund USD OBU,41301,Interest Expenses on Borrowings,Expenditure Accounts,True,False,approve
Layer 5,41303001,Interest Expense on SME Foundation,41303,Interest Expenses on Borrowings <>,Expenditure Accounts,True,False,approve
Layer 5,41303002,Interest Expense on Borrowings from NBFI,41303,Interest Expenses on Borrowings <>,Tresury Expenditure,True,False,approve
Layer 5,41304001,Interest expense on SME Foundation Fund (MTB Youth Line),41304,Interest Expenses on Borrowings Other institutes,Expenditure Accounts,True,False,approve
Layer 5,41304002,Interest Expense on SME Foundation Fund (MTB Gunabati),41304,Interest Expenses on Borrowings Other institutes,Expenditure Accounts,True,False,approve
Layer 5,41401001,Interest Expense on 12 Partially Convertible Bond,41401,Interest Expenses on Bonds,Expenditure Accounts,True,False,approve
Layer 5,41401002,Interest Expense on MTB 2nd Subordinate Bond,41401,Interest Expenses on Bonds,Expenditure Accounts,True,False,approve
Layer 5,41401003,Interest Expense on MTB 3rd Subordinate Bond,41401,Interest Expenses on Bonds,Expenditure Accounts,True,False,approve
Layer 5,41501001,Interest Expense on Purchase of Treasury Bond,41501,Interest Expense on Others,Tresury Expenditure,True,False,approve
Layer 5,41501002,Interest Expense on Purchase of Treasury Bill,41501,Interest Expense on Others,Tresury Expenditure,True,False,approve
Layer 5,41501003,Coupon Interest Expenditure <Repo>,41501,Interest Expense on Others,Tresury Expenditure,True,False,approve
Layer 5,41501004,Repo Interest Expenditure Account,41501,Interest Expense on Others,Tresury Expenditure,True,False,approve
Layer 5,41601001,Interest Paid on MTBL General A/c,41601,Interest Paid on MTBL General A/c,Expenditure Accounts,True,False,approve
Layer 5,42101001,Basic Salaries,42101,Basic Pay Expenses,Expenditure Accounts,True,False,approve
Layer 5,42101002,Personal Pay <Basic>,42101,Basic Pay Expenses,Expenditure Accounts,True,False,approve
Layer 5,42101003,Salary for Contractual [Kiosk] Staff <Basic Pay>,42101,Basic Pay Expenses,Expenditure Accounts,True,False,approve
Layer 5,42102001,House Rent Allowance,42102,Allowances Expenses,Expenditure Accounts,True,False,approve
Layer 5,42102002,Conveyance Allowance,42102,Allowances Expenses,Expenditure Accounts,True,False,approve
Layer 5,42102003,Medical Allowance,42102,Allowances Expenses,Expenditure Accounts,True,False,approve
Layer 5,42102004,Entertainment Allowance,42102,Allowances Expenses,Expenditure Accounts,True,False,approve
Layer 5,42102005,Washing Allowance,42102,Allowances Expenses,Expenditure Accounts,True,False,approve
Layer 5,42102006,Dearness Allowance,42102,Allowances Expenses,Expenditure Accounts,True,False,approve
Layer 5,42102007,Risk Allowance,42102,Allowances Expenses,Expenditure Accounts,True,False,approve
Layer 5,42102008,Evening Banking Allowance,42102,Allowances Expenses,Expenditure Accounts,True,False,approve
Layer 5,42102009,Discomfort Allowance,42102,Allowances Expenses,Expenditure Accounts,True,False,approve
Layer 5,42102010,Technical Allowance,42102,Allowances Expenses,Expenditure Accounts,True,False,approve
Layer 5,42102011,House Maintenance Allowance,42102,Allowances Expenses,Expenditure Accounts,True,False,approve
Layer 5,42102012,Medical Reimbursement,42102,Allowances Expenses,Expenditure Accounts,True,False,approve
Layer 5,42102013,Uniform And Other Apparels,42102,Allowances Expenses,Expenditure Accounts,True,False,approve
Layer 5,42102014,Utility Charges,42102,Allowances Expenses,Expenditure Accounts,True,False,approve
Layer 5,42103001,Ordinary Bonus,42103,Bonus Expenses,Expenditure Accounts,True,False,approve
Layer 5,42103002,Incentive Bonus,42103,Bonus Expenses,Expenditure Accounts,True,False,approve
Layer 5,42104001,Gratuity,42104,Gratuity Expenses,Expenditure Accounts,True,False,approve
Layer 5,42105001,Leave Fare Assistance,42105,Leave Fare Assistance Expenses,Expenditure Accounts,True,False,approve
Layer 5,42106001,Bank's Contribution to EPF,42106,Provident Fund Expenses,Expenditure Accounts,True,False,approve
Layer 5,42107002,Staff Welfare & Recreation,42107,Misc. Salary & Allowances,Expenditure Accounts,True,False,approve
Layer 5,42107005,Daily Allowances to Temp. Staff/Drivers Salary (Other Than MD's)/ Allowances,42107,Misc. Salary & Allowances,Expenditure Accounts,True,False,approve
Layer 5,42107006,DMD's Remuneration,42107,Misc. Salary & Allowances,Expenditure Accounts,True,False,approve
Layer 5,42107007,Misc expenses for DST employees,42107,Misc. Salary & Allowances,Expenditure Accounts,True,False,approve
Layer 5,42108001,Leave Encashment,42108,Leave Encashment,Expenditure Accounts,True,False,approve
Layer 5,42201001,Rent,42201,Rent Expenses,Expenditure Accounts,True,False,approve
Layer 5,42201002,VAT on Rent,42201,Rent Expenses,Expenditure Accounts,True,False,approve
Layer 5,42202001,City Corp./Municipality Taxes,42202,Rates & Taxes Expenses,Expenditure Accounts,True,False,approve
Layer 5,42202002,Trade License Fees,42202,Rates & Taxes Expenses,Expenditure Accounts,True,False,approve
Layer 5,42202003,Excise Duty on Bank's own Deposits with other Banks,42202,Rates & Taxes Expenses,Expenditure Accounts,True,False,approve
Layer 5,42202004,MD/DMD's Income Tax,42202,Rates & Taxes Expenses,Expenditure Accounts,True,False,approve
Layer 5,42202005,VAT/Tax on Other Activities,42202,Rates & Taxes Expenses,Expenditure Accounts,True,False,approve
Layer 5,42203001,Insurance for Cash in Transit,42203,Insurance Expenses,Expenditure Accounts,True,False,approve
Layer 5,42203002,Insurance for Cash in Safe/Counter,42203,Insurance Expenses,Expenditure Accounts,True,False,approve
Layer 5,42203003,Group Insurance Premium-Life,42203,Insurance Expenses,Expenditure Accounts,True,False,approve
Layer 5,42203005,"Insurance for Bank's Property at Office, Godown, ATM, Kiosk",42203,Insurance Expenses,Expenditure Accounts,True,False,approve
Layer 5,42203006,Deposit Insurance Premium,42203,Insurance Expenses,Expenditure Accounts,True,False,approve
Layer 5,42203007,Insurance Premium on Locker Services,42203,Insurance Expenses,Expenditure Accounts,True,False,approve
Layer 5,42203008,Insurance Premium on Motor Vehicles Executives,42203,Insurance Expenses,Expenditure Accounts,True,False,approve
Layer 5,42203009,Insurance Premium on Motor Vehicles Pool,42203,Insurance Expenses,Expenditure Accounts,True,False,approve
Layer 5,42204001,Electicity Charges,42204,"Power, Electricity & Utilities",Expenditure Accounts,True,False,approve
Layer 5,42204002,Fuel for Generator,42204,"Power, Electricity & Utilities",Expenditure Accounts,True,False,approve
Layer 5,42204003,WASA Bill,42204,"Power, Electricity & Utilities",Expenditure Accounts,True,False,approve
Layer 5,42204004,Gas Bill,42204,"Power, Electricity & Utilities",Expenditure Accounts,True,False,approve
Layer 5,42204005,Fuel for Car Executives,42204,"Power, Electricity & Utilities",Expenditure Accounts,True,False,approve
Layer 5,42204006,Fuel for Car Pool,42204,"Power, Electricity & Utilities",Expenditure Accounts,True,False,approve
Layer 5,42205001,Lease Rent <Car>,42205,Lease Rent Expenses,Expenditure Accounts,True,False,approve
Layer 5,42301001,Security/Auxiliary Services,42301,"Security, Auxiliary Services and Other Assitance",Expenditure Accounts,True,False,approve
Layer 5,42301002,Security/Auxiliary Services XX,42301,"Security, Auxiliary Services and Other Assitance",Expenditure Accounts,True,False,approve
Layer 5,42302001,Monthly Wages of Cleaner,42302,Office Cleaning,Expenditure Accounts,True,False,approve
Layer 5,42302002,Material Purchase For Upkeep of Bank,42302,Office Cleaning,Expenditure Accounts,True,False,approve
Layer 5,42303001,Service Charge of Building Rented,42303,Office Maintenance,Expenditure Accounts,True,False,approve
Layer 5,42303101,Misc exp. On Office Maintenance,42303,Office Maintenance,Expenditure Accounts,True,False,approve
Layer 5,42303201,Tree Plants Expenses,42303,Office Maintenance,Expenditure Accounts,True,False,approve
Layer 5,42303301,Drinking Water Expenses,42303,Office Maintenance,Expenditure Accounts,True,False,approve
Layer 5,42304001,"Taxes (Token, Fitness) & Registration cost Motor Vehicle Pool",42304,Car Expenses <not classified elsewhere>,Expenditure Accounts,True,False,approve
Layer 5,42304002,"Taxes (Token, Fitness)& Registration cost Motor Vehicle Executives",42304,Car Expenses <not classified elsewhere>,Expenditure Accounts,True,False,approve
Layer 5,42304003,CNG Conversion Cost Motor Vehicle Executives,42304,Car Expenses <not classified elsewhere>,Expenditure Accounts,True,False,approve
Layer 5,42304004,CNG Conversion Cost Motor Vehicle Pool,42304,Car Expenses <not classified elsewhere>,Expenditure Accounts,True,False,approve
Layer 5,42304005,Car Loan Instalment Expenses <Employees>,42304,Car Expenses <not classified elsewhere>,Expenditure Accounts,True,False,approve
Layer 5,42304006,Car hiring charges <Rent> for MV Pool,42304,Car Expenses <not classified elsewhere>,Expenditure Accounts,True,False,approve
Layer 5,42304007,Car Allowance <Employees>,42304,Car Expenses <not classified elsewhere>,Expenditure Accounts,True,False,approve
Layer 5,42305001,Entertainment Expenses,42305,Entertainment,Expenditure Accounts,True,False,approve
Layer 5,42306001,News Paper & Periodicals,42306,News Paper & Periodicals,Expenditure Accounts,True,False,approve
Layer 5,42307001,Clearing House expenses,42307,Clearing House Expenses,Expenditure Accounts,True,False,approve
Layer 5,42308001,T.A/D.A (Foreign Travel),42308,Travelling & Conveyance Expenses,Expenditure Accounts,True,False,approve
Layer 5,42308002,T.A/D.A (Domestic Travel),42308,Travelling & Conveyance Expenses,Expenditure Accounts,True,False,approve
Layer 5,42308003,Conveyance for official purpose,42308,Travelling & Conveyance Expenses,Expenditure Accounts,True,False,approve
Layer 5,42308004,Holiday Conveyance,42308,Travelling & Conveyance Expenses,Expenditure Accounts,True,False,approve
Layer 5,42309001,Foreign Bank Charges,42309,Bank charges,Tresury Expenditure,True,False,approve
Layer 5,42309002,Local Bank other than BB Charges,42309,Bank charges,Expenditure Accounts,True,False,approve
Layer 5,42309003,Bangladesh Bank Charges,42309,Bank charges,Expenditure Accounts,True,False,approve
Layer 5,42309004,Foreign Bank Charges in USD <for OBU>,42309,Bank charges,Expenditure Accounts,True,False,approve
Layer 5,42310001,Local Training Expenses,42310,Training Expenses,Expenditure Accounts,True,False,approve
Layer 5,42310002,Foreign Training Expenses,42310,Training Expenses,Expenditure Accounts,True,False,approve
Layer 5,42310003,Daily Allowances (Training Institute),42310,Training Expenses,Expenditure Accounts,True,False,approve
Layer 5,42310004,Entertainment (Training Institute),42310,Training Expenses,Expenditure Accounts,True,False,approve
Layer 5,42310005,Venue Rent (Training Institute),42310,Training Expenses,Expenditure Accounts,True,False,approve
Layer 5,42310006,Honorarium (Training Institute),42310,Training Expenses,Expenditure Accounts,True,False,approve
Layer 5,42311001,Professional Fees,42311,Professional Fees,Expenditure Accounts,True,False,approve
Layer 5,42312001,AGM Expenses,42312,AGM Expenses,Expenditure Accounts,True,False,approve
Layer 5,42313001,Subscription,42313,Subscription & Donation,Expenditure Accounts,True,False,approve
Layer 5,42313002,Donation,42313,Subscription & Donation,Expenditure Accounts,True,False,approve
Layer 5,42314001,Reuter Charges,42314,Reuter Charges,Expenditure Accounts,True,False,approve
Layer 5,42315001,CDBL Charges,42315,CDBL Charges,Expenditure Accounts,True,False,approve
Layer 5,42316001,Fees Paid to Income Tax Advisor,42316,Fees & Registrations,Expenditure Accounts,True,False,approve
Layer 5,42316002,Fees for Regis. at Joint Stock Comp.,42316,Fees & Registrations,Expenditure Accounts,True,False,approve
Layer 5,42316003,All Other Fees,42316,Fees & Registrations,Expenditure Accounts,True,False,approve
Layer 5,42317001,Business Development Expenses,42317,Business Development Expenses,Expenditure Accounts,True,False,approve
Layer 5,42317002,CSR Activities,42317,Business Development Expenses,Expenditure Accounts,True,False,approve
Layer 5,42317003,Branch Opening Expenses,42317,Business Development Expenses,Expenditure Accounts,True,False,approve
Layer 5,42336001,Agency Commission on Student File,42336,Agency Commission,Expenditure Accounts,True,False,approve
Layer 5,42318001,Contribution to MTB Foundation (Expenditure),42318,Contribution to MTB Foundation,Expenditure Accounts,True,False,approve
Layer 5,42319001,Employees Medical Assistance Fund (Expenditure),42319,Employees Medical Assistance Fund,Expenditure Accounts,True,False,approve
Layer 5,42320001,Honorarium,42320,Honorarium,Expenditure Accounts,True,False,approve
Layer 5,42321011,Cash Carrying / Loading Expenses,42321,Cash Carrying/loading expenses,Expenditure Accounts,True,False,approve
Layer 5,42322001,CPV Charge- Payment to Vendor (Retail),42322,Contact Point Verification Charge,Expenditure Accounts,True,False,approve
Layer 5,42322002,CPV Charge - Deposit KYC (Retail),42322,Contact Point Verification Charge,Expenditure Accounts,True,False,approve
Layer 5,42323001,Site Maintenance & Support Service,42323,Site Maintenance & Support Service,Expenditure Accounts,True,False,approve
Layer 5,42324001,Connectivity Charge,42324,On-line & Connectivity charges,Expenditure Accounts,True,False,approve
Layer 5,42325011,NID Verification Charge,42325,NID Verification Charge,Expenditure Accounts,True,False,approve
Layer 5,42326001,Loss on sale of Fixed Assets,42326,Loss on sale of Fixed Assets,Expenditure Accounts,True,False,approve
Layer 5,42327001,Misc Expenses not classified elsewhere,42327,Misc Expenses <not classified elsewhere>,Expenditure Accounts,True,False,approve
Layer 5,42327002,POS Intercharge Reimbursement Fee Paid for,42327,Misc Expenses <not classified elsewhere>,Expenditure Accounts,True,False,approve
Layer 5,42335001,Auditor's Fees,42335,Auditor's Fees,Expenditure Accounts,True,False,approve
Layer 5,42327004,bKash Commission,42327,Misc Expenses <not classified elsewhere>,Expenditure Accounts,True,False,approve
Layer 5,42327005,UPI Charges,42327,Misc Expenses <not classified elsewhere>,Expenditure Accounts,True,False,approve
Layer 5,42328061,Amortization Loss on HFT Securities T Bill,42328,Investment Expenses,Tresury Expenditure,True,False,approve
Layer 5,42328062,Revaluation Loss on HFT Securities Treasury Bill,42328,Investment Expenses,Tresury Expenditure,True,False,approve
Layer 5,42328063,Revaluation Loss on HFT Securities Treasury Bond,42328,Investment Expenses,Tresury Expenditure,True,False,approve
Layer 5,42328064,Amortization Loss on HTM Securities Treasury Bond,42328,Investment Expenses,Tresury Expenditure,True,False,approve
Layer 5,42328065,Loss on Sale of Treasury Bond,42328,Investment Expenses,Tresury Expenditure,True,False,approve
Layer 5,42328066,Loss from Repo (Treasury Bond),42328,Investment Expenses,Tresury Expenditure,True,False,approve
Layer 5,42328067,Loss on Sale of Treasury Bill,42328,Investment Expenses,Tresury Expenditure,True,False,approve
Layer 5,42328068,Loss from Repo (Treasury Bill),42328,Investment Expenses,Tresury Expenditure,True,False,approve
Layer 5,42328161,Loss for Exchange,42328,Investment Expenses,Tresury Expenditure,True,False,approve
Layer 5,42337001,Other Fees & Commission USD <OBU>,42337,Charges other than Bank in FC,Expenditure Accounts,True,False,approve
Layer 5,42329051,Card Transaction Charges,42329,Card Charges,Expenditure Accounts,True,False,approve
Layer 5,42329055,Operational Loss - Cards,42329,Card Charges,Expenditure Accounts,True,False,approve
Layer 5,42330001,Operational Loss,42330,Operational Loss,Expenditure Accounts,True,False,approve
Layer 5,42331001,Penalty of CRR/SLR,42331,Penalty of CRR/SLR,Tresury Expenditure,True,False,approve
Layer 5,42332021,ATM Intercharge Reimbursement Fee Paid for,42332,ATM Intercharge Reimbursement Fee Paid for,Expenditure Accounts,True,False,approve
Layer 5,42333071,Agent Banking Float Sharing Commission,42333,Agent Banking Float Sharing Commission,Expenditure Accounts,True,False,approve
Layer 5,42334001,CRR Cost <for PB>,42334,CRR Cost,Expenditure Accounts,True,False,approve
Layer 5,42401001,Depreciation on Building,42401,Depreciation on Immovable Property,Expenditure Accounts,True,False,approve
Layer 5,42402001,Depreciation on Fixture,42402,Depreciation on Furniture & Fixture,Expenditure Accounts,True,False,approve
Layer 5,42402002,Depreciation on Furniture,42402,Depreciation on Furniture & Fixture,Expenditure Accounts,True,False,approve
Layer 5,42403001,Depreciation on Electrical Equipments,42403,Depreciation on Office Equipments,Expenditure Accounts,True,False,approve
Layer 5,42403002,Depreciation on Other Office Equipments,42403,Depreciation on Office Equipments,Expenditure Accounts,True,False,approve
Layer 5,42404001,Depreciation on Computers & Peripherals,42404,Depreciation on Computers,Expenditure Accounts,True,False,approve
Layer 5,42405001,Depreciation on Motor Cars,42405,Depreciation on Motor Vehicles,Expenditure Accounts,True,False,approve
Layer 5,42405002,Depreciation on Motor Cycles,42405,Depreciation on Motor Vehicles,Expenditure Accounts,True,False,approve
Layer 5,42406001,Depreciation on Intangible Assets,42406,Depreciation on Intangible Assets,Expenditure Accounts,True,False,approve
